"tagfield","liblibrarian","libopac","repeatable","mandatory","important","authorised_value","ind1_defaultvalue","ind2_defaultvalue","frameworkcode"
"856","x","Nonpublic note","Nonpublic note","1","0","0","","8","","","","0","1","ILL","","","","9999","0"
"856","y","Link text","Link text","1","0","0","","8","","","","0","0","ILL","","","","9999","0"
"856","z","Public note","Public note","1","0","0","","8","","","","0","0","ILL","","","","9999","0"
"859","b","Operator's initials, OID (RLIN)","Operator's initials, OID (RLIN)","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"859","c","Cataloger's initials, CIN (RLIN)","Cataloger's initials, CIN (RLIN)","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"859","d","TDC (RLIN)","TDC (RLIN)","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"859","l","LIB (RLIN)","LIB (RLIN)","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"859","p","PRI (RLIN)","PRI (RLIN)","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"859","r","REG (RLIN)","REG (RLIN)","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"859","v","VER (RLIN)","VER (RLIN)","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"859","x","LDEL (RLIN)","LDEL (RLIN)","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"863","6","Linkage","Linkage","0","0","0","","8","","","","","5","ILL","","","","9999","0"
"863","8","Field link and sequence number","Field link and sequence number","0","0","0","","8","","","","","5","ILL","","","","9999","0"
"863","a","First level of enumeration","First level of enumeration","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"863","b","Second level of enumeration","Second level of enumeration","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"863","c","Third level of enumeration","Third level of enumeration","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"863","d","Fourth level of enumeration","Fourth level of enumeration","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"863","e","Fifth level of enumeration","Fifth level of enumeration","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"863","f","Sixth level of enumeration","Sixth level of enumeration","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"863","g","Alternative numbering scheme, first level of enumeration","Alternative numbering scheme, first level of enumeration","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"863","h","Alternative numbering scheme, second level of enumeration","Alternative numbering scheme, second level of enumeration","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"863","i","First level of chronology","First level of chronology","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"863","j","Second level of chronology","Second level of chronology","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"863","k","Third level of chronology","Third level of chronology","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"863","l","Fourth level of chronology","Fourth level of chronology","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"863","m","Alternative numbering scheme, chronology","Alternative numbering scheme, chronology","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"863","n","Converted Gregorian year","Converted Gregorian year","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"863","o","Type of unit","Type of unit","1","0","0","","8","","","","0","5","ILL","","","","9999","0"
"863","p","Piece designation","Piece designation","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"863","q","Piece physical condition","Piece physical condition","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"863","s","Copyright article-fee code","Copyright article-fee code","1","0","0","","8","","","","0","5","ILL","","","","9999","0"
"863","t","Copy number","Copy number","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"863","v","Issuing date","Issuing date","1","0","0","","8","","","","0","5","ILL","","","","9999","0"
"863","w","Break indicator","Break indicator","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"863","x","Nonpublic note","Nonpublic note","1","0","0","","8","","","","0","5","ILL","","","","9999","0"
"863","z","Public note","Public note","1","0","0","","8","","","","0","5","ILL","","","","9999","0"
"864","6","Linkage","Linkage","0","0","0","","8","","","","","5","ILL","","","","9999","0"
"864","8","Field link and sequence number","Field link and sequence number","0","0","0","","8","","","","","5","ILL","","","","9999","0"
"864","a","First level of enumeration","First level of enumeration","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"864","b","Second level of enumeration","Second level of enumeration","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"864","c","Third level of enumeration","Third level of enumeration","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"864","d","Fourth level of enumeration","Fourth level of enumeration","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"864","e","Fifth level of enumeration","Fifth level of enumeration","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"864","f","Sixth level of enumeration","Sixth level of enumeration","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"864","g","Alternative numbering scheme, first level of enumeration","Alternative numbering scheme, first level of enumeration","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"864","h","Alternative numbering scheme, second level of enumeration","Alternative numbering scheme, second level of enumeration","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"864","i","First level of chronology","First level of chronology","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"864","j","Second level of chronology","Second level of chronology","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"864","k","Third level of chronology","Third level of chronology","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"864","l","Fourth level of chronology","Fourth level of chronology","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"864","m","Alternative numbering scheme, chronology","Alternative numbering scheme, chronology","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"864","n","Converted Gregorian year","Converted Gregorian year","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"864","o","Type of unit","Type of unit","1","0","0","","8","","","","0","5","ILL","","","","9999","0"
"864","p","Piece designation","Piece designation","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"864","q","Piece physical condition","Piece physical condition","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"864","s","Copyright article-fee code","Copyright article-fee code","1","0","0","","8","","","","0","5","ILL","","","","9999","0"
"864","t","Copy number","Copy number","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"864","v","Issuing date","Issuing date","1","0","0","","8","","","","0","5","ILL","","","","9999","0"
"864","w","Break indicator","Break indicator","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"864","x","Nonpublic note","Nonpublic note","1","0","0","","8","","","","0","5","ILL","","","","9999","0"
"864","z","Public note","Public note","1","0","0","","8","","","","0","5","ILL","","","","9999","0"
"865","6","Linkage","Linkage","0","0","0","","8","","","","","5","ILL","","","","9999","0"
"865","8","Field link and sequence number","Field link and sequence number","0","0","0","","8","","","","","5","ILL","","","","9999","0"
"865","a","First level of enumeration","First level of enumeration","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"865","b","Second level of enumeration","Second level of enumeration","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"865","c","Third level of enumeration","Third level of enumeration","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"865","d","Fourth level of enumeration","Fourth level of enumeration","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"865","e","Fifth level of enumeration","Fifth level of enumeration","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"865","f","Sixth level of enumeration","Sixth level of enumeration","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"865","g","Alternative numbering scheme, first level of enumeration","Alternative numbering scheme, first level of enumeration","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"865","h","Alternative numbering scheme, second level of enumeration","Alternative numbering scheme, second level of enumeration","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"865","i","First level of chronology","First level of chronology","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"865","j","Second level of chronology","Second level of chronology","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"865","k","Third level of chronology","Third level of chronology","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"865","l","Fourth level of chronology","Fourth level of chronology","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"865","m","Alternative numbering scheme, chronology","Alternative numbering scheme, chronology","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"865","n","Converted Gregorian year","Converted Gregorian year","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"865","o","Type of unit","Type of unit","1","0","0","","8","","","","0","5","ILL","","","","9999","0"
"865","p","Piece designation","Piece designation","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"865","q","Piece physical condition","Piece physical condition","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"865","s","Copyright article-fee code","Copyright article-fee code","1","0","0","","8","","","","0","5","ILL","","","","9999","0"
"865","t","Copy number","Copy number","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"865","v","Issuing date","Issuing date","1","0","0","","8","","","","0","5","ILL","","","","9999","0"
"865","w","Break indicator","Break indicator","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"865","x","Nonpublic note","Nonpublic note","1","0","0","","8","","","","0","5","ILL","","","","9999","0"
"865","z","Public note","Public note","1","0","0","","8","","","","0","5","ILL","","","","9999","0"
"866","6","Linkage","Linkage","0","0","0","","8","","","","","5","ILL","","","","9999","0"
"866","8","Field link and sequence number","Field link and sequence number","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"866","a","Textual string","Textual string","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"866","x","Nonpublic note","Nonpublic note","1","0","0","","8","","","","0","5","ILL","","","","9999","0"
"866","z","Public note","Public note","1","0","0","","8","","","","0","5","ILL","","","","9999","0"
"867","6","Linkage","Linkage","0","0","0","","8","","","","","5","ILL","","","","9999","0"
"867","8","Field link and sequence number","Field link and sequence number","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"867","a","Textual string","Textual string","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"867","x","Nonpublic note","Nonpublic note","1","0","0","","8","","","","0","5","ILL","","","","9999","0"
"867","z","Public note","Public note","1","0","0","","8","","","","0","5","ILL","","","","9999","0"
"868","6","Linkage","Linkage","0","0","0","","8","","","","","5","ILL","","","","9999","0"
"868","8","Field link and sequence number","Field link and sequence number","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"868","a","Textual string","Textual string","0","0","0","","8","","","","0","5","ILL","","","","9999","0"
"868","x","Nonpublic note","Nonpublic note","1","0","0","","8","","","","0","5","ILL","","","","9999","0"
"868","z","Public note","Public note","1","0","0","","8","","","","0","5","ILL","","","","9999","0"
"870","4","Relator code","Relator code","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"870","6","Linkage","Linkage","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"870","a","Personal name","Personal name","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"870","b","Numeration","Numeration","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"870","c","Titles and other words associated with a name","Titles and other words associated with a name","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"870","d","Dates associated with a name","Dates associated with a name","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"870","e","Relator term","Relator term","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"870","f","Date of a work","Date of a work","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"870","g","Miscellaneous information","Miscellaneous information","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"870","j","Tag and sequence number","Tag and sequence number","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"870","k","Form subheading","Form subheading","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"870","l","Language of a work","Language of a work","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"870","n","Number of part/section of a work","Number of part/section of a work","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"870","p","Name of part/section of a work","Name of part/section of a work","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"870","q","Fuller form of name","Fuller form of name","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"870","t","Title of a work","Title of a work","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"870","u","Affiliation","Affiliation","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"871","4","Relator code","Relator code","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"871","6","Linkage","Linkage","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"871","a","Corporate name or jurisdiction name as entry element","Corporate name or jurisdiction name as entry element","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"871","b","Subordinate unit","Subordinate unit","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"871","c","Location of meeting","Location of meeting","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"871","d","Date of meeting or treaty signing","Date of meeting or treaty signing","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"871","e","Relator term","Relator term","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"871","f","Date of a work","Date of a work","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"871","g","Miscellaneous information","Miscellaneous information","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"871","j","Tag and sequence number","Tag and sequence number","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"871","k","Form subheading","Form subheading","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"871","l","Language of a work","Language of a work","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"871","n","Number of part/section/meeting","Number of part/section/meeting","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"871","p","Name of part/section of a work","Name of part/section of a work","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"871","t","Title of a work","Title of a work","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"871","u","Affiliation","Affiliation","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"872","4","Relator code","Relator code","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"872","6","Linkage","Linkage","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"872","a","Meeting name or jurisdiction name as entry element","Meeting name or jurisdiction name as entry element","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"872","b","Number [OBSOLETE]","Number [OBSOLETE]","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"872","c","Location of meeting","Location of meeting","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"872","d","Date of meeting","Date of meeting","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"872","e","Subordinate unit","Subordinate unit","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"872","f","Date of a work","Date of a work","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"872","g","Miscellaneous information","Miscellaneous information","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"872","j","Tag and sequence number","Tag and sequence number","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"872","k","Form subheading","Form subheading","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"872","l","Language of a work","Language of a work","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"872","n","Number of part/section/meeting","Number of part/section/meeting","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"872","p","Name of part/section of a work","Name of part/section of a work","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"872","q","Name of meeting following jurisdiction name entry element","Name of meeting following jurisdiction name entry element","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"872","t","Title of a work","Title of a work","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"872","u","Affiliation","Affiliation","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"873","6","Linkage","Linkage","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"873","a","Uniform title","Uniform title","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"873","d","Date of treaty signing","Date of treaty signing","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"873","f","Date of a work","Date of a work","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"873","g","Miscellaneous information","Miscellaneous information","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"873","h","Medium","Medium","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"873","j","Tag and sequence number","Tag and sequence number","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"873","k","Form subheading","Form subheading","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"873","l","Language of a work","Language of a work","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"873","m","Medium of performance for music","Medium of performance for music","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"873","n","Number of part/section of a work","Number of part/section of a work","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"873","o","Arranged statement for music","Arranged statement for music","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"873","p","Name of part/section of a work","Name of part/section of a work","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"873","r","Key for music","Key for music","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"873","s","Version","Version","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"873","t","Title of a work","Title of a work","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"876","3","Materials specified","Materials specified","0","0","0","","8","","","","","5","ILL","","","","9999","0"
"876","6","Linkage","Linkage","0","0","0","","8","","","","","5","ILL","","","","9999","0"
"876","8","Sequence number","Sequence number","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"876","a","Internal item number","Internal item number","0","0","0","","8","","","","","5","ILL","","","","9999","0"
"876","b","Invalid or canceled internal item number","Invalid or canceled internal item number","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"876","c","Cost","Cost","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"876","d","Date acquired","Date acquired","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"876","e","Source of acquisition","Source of acquisition","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"876","h","Use restrictions","Use restrictions","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"876","j","Item status","Item status","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"876","l","Temporary location","Temporary location","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"876","p","Piece designation","Piece designation","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"876","r","Invalid or canceled piece designation","Invalid or canceled piece designation","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"876","t","Copy number","Copy number","0","0","0","","8","","","","","5","ILL","","","","9999","0"
"876","x","Nonpublic note","Nonpublic note","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"876","z","Public note","Public note","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"877","3","Materials specified","Materials specified","0","0","0","","8","","","","","5","ILL","","","","9999","0"
"877","6","Linkage","Linkage","0","0","0","","8","","","","","5","ILL","","","","9999","0"
"877","8","Sequence number","Sequence number","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"877","a","Internal item number","Internal item number","0","0","0","","8","","","","","5","ILL","","","","9999","0"
"877","b","Invalid or canceled internal item number","Invalid or canceled internal item number","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"877","c","Cost","Cost","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"877","d","Date acquired","Date acquired","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"877","e","Source of acquisition","Source of acquisition","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"877","h","Use restrictions","Use restrictions","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"877","j","Item status","Item status","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"877","l","Temporary location","Temporary location","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"877","p","Piece designation","Piece designation","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"877","r","Invalid or canceled piece designation","Invalid or canceled piece designation","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"877","t","Copy number","Copy number","0","0","0","","8","","","","","5","ILL","","","","9999","0"
"877","x","Nonpublic note","Nonpublic note","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"877","z","Public note","Public note","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"878","3","Materials specified","Materials specified","0","0","0","","8","","","","","5","ILL","","","","9999","0"
"878","6","Linkage","Linkage","0","0","0","","8","","","","","5","ILL","","","","9999","0"
"878","8","Sequence number","Sequence number","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"878","a","Internal item number","Internal item number","0","0","0","","8","","","","","5","ILL","","","","9999","0"
"878","b","Invalid or canceled internal item number","Invalid or canceled internal item number","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"878","c","Cost","Cost","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"878","d","Date acquired","Date acquired","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"878","e","Source of acquisition","Source of acquisition","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"878","h","Use restrictions","Use restrictions","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"878","j","Item status","Item status","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"878","l","Temporary location","Temporary location","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"878","p","Piece designation","Piece designation","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"878","r","Invalid or canceled piece designation","Invalid or canceled piece designation","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"878","t","Copy number","Copy number","0","0","0","","8","","","","","5","ILL","","","","9999","0"
"878","x","Nonpublic note","Nonpublic note","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"878","z","Public note","Public note","1","0","0","","8","","","","","5","ILL","","","","9999","0"
"880","2","2","2","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"880","3","3","3","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"880","4","4","4","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"880","5","5","5","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"880","6","Linkage","Linkage","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"880","7","7","7","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"880","8","8","8","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"880","9","9","9","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"880","a","a","a","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"880","b","b","b","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"880","c","c","c","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"880","d","d","d","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"880","e","e","e","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"880","f","f","f","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"880","g","g","g","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"880","h","h","h","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"880","i","i","i","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"880","j","j","j","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"880","k","k","k","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"880","l","l","l","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"880","m","m","m","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"880","n","n","n","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"880","o","o","o","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"880","p","p","p","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"880","q","q","q","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"880","r","r","r","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"880","s","s","s","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"880","t","t","t","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"880","u","u","u","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"880","v","v","v","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"880","w","w","w","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"880","x","x","x","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"880","y","y","y","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"880","z","z","z","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","0","0","0","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","1","1","1","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","2","2","2","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","3","3","3","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","4","4","4","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","5","5","5","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","6","6","6","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","7","7","7","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","8","8","8","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","9","9","9","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","a","a","a","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","b","b","b","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","c","c","c","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","d","d","d","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","e","e","e","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","f","f","f","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","g","g","g","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","h","h","h","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","i","i","i","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","j","j","j","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","k","k","k","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","l","l","l","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","m","m","m","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","n","n","n","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","o","o","o","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","p","p","p","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","q","q","q","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","r","r","r","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","s","s","s","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","t","t","t","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","u","u","u","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","v","v","v","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","w","w","w","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","x","x","x","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","y","y","y","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"886","z","z","z","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"887","2","Source of data","Source of data","0","0","0","","8","","","","","0","ILL","","","","9999","0"
"887","a","Content of non-MARC field","Content of non-MARC field","0","0","0","","8","","","","","0","ILL","","","","9999","0"
"896","%","% (RLIN)","% (RLIN)","0","0","0","","8","","","","0","-6","ILL","","","","9999","0"
"896","4","Relator code","Relator code","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"896","6","Linkage","Linkage","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"896","8","Field link and sequence number","Field link and sequence number","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"896","9","9 (RLIN)","9 (RLIN)","0","0","0","","8","","","","0","-5","ILL","","","","9999","0"
"896","a","Personal name","Personal name","0","0","0","","8","","PERSO_NAME","","","-6","ILL","","","","9999","0"
"896","b","Numeration","Numeration","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"896","c","Titles and other words associated with a name","Titles and other words associated with a name","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"896","d","Dates associated with a name","Dates associated with a name","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
